id,code,product_name,generic_name,quantity,unit quantity,packaging,brands,categories,origins,manufacturing_places,manufacturing_places_tags,labels,stores,countries,ingredients_text,allergens_tags,traces,additives_n,additives_tags,ingredients_from_palm_oil_n,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,,image_url,image_small_url,image_ingredients_url,image_nutrition_url,energy_kcal_100g,energy_100g,energy_from_fat_100g,fat_100g,saturated_fat_100g,monounsaturated_fat_100g,polyunsaturated_fat_100g,omega_3_fat_100g,omega_6_fat_100g,omega_9_fat_100g,trans_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin_a_100g,vitamin_d_100g,vitamin_e_100g,vitamin_c_100g,vitamin_b1_100g,vitamin_b2_100g,vitamin_pp_100g,vitamin_b6_100g,vitamin_b9_100g,vitamin_b12_100g,biotin_100g,pantothenic_acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,selenium_100g,iodine_100g,caffeine_100g,fruits-vegetables_nuts_estimate_100g,cocoa_100g,carbon_footprint_from_meat_or_fish_100g,Price
1589,20261528,Chocolat praliné,,200,g,,lidl,"Snacks, Snacks sucrés, Chocolats",,,,,Lidl,en:BE,"sucre, pâte de cacao, 15% nolsette, graisses végétales (palme, karité), beurre de cacao, lactoserum en poudre (lait), cacao maigre en poudre, matière grasse laitière anhydre, émulsifiant: lécithines (tournesol); arômes. Chocolat noir: cacao: 52% minimum. Peut contenir des de céréales contenant du gluten, de soja d'autres fruits à coque.",en:milk,"en:gluten,en:nuts,en:soybeans",1,"en:e322,en:e322i",0,e,4,Epicerie sucrée,Chocolate products,en:chocolates,,https://static.openfoodfacts.org/images/products/20261528/front_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/20261528/front_fr.15.200.jpg,https://static.openfoodfacts.org/images/products/20261528/ingredients_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/20261528/nutrition_fr.11.400.jpg,559,2339,,37,17,,,,,,,48,47,5.1,5.7,0.09,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1590,5419980010766,Simone a soif,Boisson rafraichissante aux fruits plate,330,ml,verre,Simone a Soif!,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits",,,,"Bio,Bio européen,Sans colorants,Sans conservateurs,BE-BIO-01,Sans sucre ajouté,AB Agriculture Biologique",bioplanet,"Belgique,France,Luxembourg,Pays-Bas","Eau, pomme* 17 %, concombre* 14%, hydrolat de menthe 1 %, citron*",,,0,,0,c,1,Boissons ,Unsweetened beverages,en:fruit-based-beverages,,https://static.openfoodfacts.org/images/products/541/998/001/0766/front_fr.34.400.jpg,https://static.openfoodfacts.org/images/products/541/998/001/0766/front_fr.34.200.jpg,https://static.openfoodfacts.org/images/products/541/998/001/0766/ingredients_fr.37.400.jpg,https://static.openfoodfacts.org/images/products/541/998/001/0766/nutrition_fr.38.400.jpg,12,50,,0,0,,,,,,,2.9,2.9,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31,,,1
1591,2000000094844,Hydrolade Rhubarbe + Lavande,Boisson rafraîchissante aux fruits plate,330,ml,Verre,Simone a Soif!,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Aliments et boissons à base de légumes, Boissons aux légumes, Boissons aux fruits",,Belgique,belgique,"Peu ou pas de sucre,Bio,Bio européen,Sans colorants,Sans conservateurs,BE-BIO-01,Sans sucre ajouté,AB Agriculture Biologique","Delhaize,Bioplanet,Farm","Belgique,France","eau, poire 35%, rhubarbe 15%, betterave, hydrolat de lavande 0,6 %",,,0,,0,c,1,Boissons ,Unsweetened beverages,en:vegetable-based-beverages,,https://static.openfoodfacts.org/images/products/200/000/009/4844/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/200/000/009/4844/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/200/000/009/4844/ingredients_fr.6.400.jpg,,,19,,0,0,,,,,,,4.9,3.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1592,5400141190694,Fruits cocktail au sirop léger,,227,g,conserve,boni,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Fruits et produits dérivés, Fruits en conserve, Fruits au sirop, Cocktail de fruits au sirop",,,,,colruyt,Belgique,"Cocktail de fruits au sirop léger 59,5% fruits (pêches, poires, ananas, raisins, cerises) eau, sucre, correcteur d'acidité (E330).",,,1,en:e330,0,a,3,Conserves,Fruits,en:canned-mixed-fruit-in-syrup,,https://static.openfoodfacts.org/images/products/540/014/119/0694/front_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/540/014/119/0694/front_fr.15.200.jpg,https://static.openfoodfacts.org/images/products/540/014/119/0694/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/014/119/0694/nutrition_fr.10.400.jpg,63,264,,0.5,0,,,,,,,15,14,0.6,0.5,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1593,8710555147625,Bicky dressing,,350,ml,"squeezer,plastique","Izico Belgium,Bicky","Epicerie, Sauces",,,,,Delhaize,"Belgique, France","Eau, huile de colza, chou, vinaigre, sucre chou-fleur, amidon modifié, jaune d'_œuf_ pasteurisé, épices (contient de la _moutarde_), concombre, sel, oignons, vinaigre à l'estragon, arôme, conservateurs (E202, E211), épaississants (gomme guar, gomme xanthane), correcteur d'acidité (acide citrique), antioxydant (E385).","en:eggs,en:mustard",,7,"en:e14xx,en:e202,en:e211,en:e330,en:e385,en:e412,en:e415",0,c,4,Epicerie salée,Dressings and sauces,en:sauces,,https://static.openfoodfacts.org/images/products/871/055/514/7625/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/871/055/514/7625/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/871/055/514/7625/ingredients_fr.22.400.jpg,https://static.openfoodfacts.org/images/products/871/055/514/7625/nutrition_fr.17.400.jpg,314,1314,,30,1.9,,,,,,,12,10,,1,0.4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1594,5400230020116,sucre de canne clair,,1000,g,sachet,Hygiena,"Édulcorants, Sucres, Sucres de canne",La Réunion,,,,sebio,"France,Belgique",100% de sucre canne non raffiné,,,0,,0,d,2,Epicerie sucrée,Sweets,en:cane-sugar,,https://static.openfoodfacts.org/images/products/540/023/002/0116/front_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/540/023/002/0116/front_fr.13.200.jpg,https://static.openfoodfacts.org/images/products/540/023/002/0116/ingredients_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/023/002/0116/nutrition_fr.16.400.jpg,400,1674,,0,0,,,,,,,99.9,99.8,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1595,5411087000213,Sirop de pomme-poire,Pâte à tartiner ,300,g,Bocal,Pajottenlander,Pate-a-tartiner-pomme-poire,Belgique,Belgique - Pepingen,belgique-pepingen,"Bio, Bio européen    ",bioplanet,Belgique,50% sirop de pomme* 50% sirop de poire* de culture biologique. Préparé avec 7 kg de fruits pour 1 kg de sirop.,,,0,,0,d,,Traiteur et apéritifs ,unknown,fr:pate-a-tartiner-pomme-poire,,https://static.openfoodfacts.org/images/products/541/108/700/0213/front_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/541/108/700/0213/front_fr.15.200.jpg,https://static.openfoodfacts.org/images/products/541/108/700/0213/ingredients_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/541/108/700/0213/nutrition_fr.12.400.jpg,276,1155,,0.5,0,,,,,,,65,65,,0.9,0.04,0.016,,,,,,,,,,,,,,0.402,,,0.004,,,,,,,,,,,1
1596,5400141218909,Baguette multicéréales,Baguette multicéréales,250,g,Plastique,Boni,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains précuits",,,,,Colruyt,Belgique,"Farine de blé, eau, levain de blé (5,8%), mélange de graines et céréales (graines_de_lin_brun, graines_de_lin_jaune, graines_de_millet, graines_de_tournesol, farine_de_seigle, farine_de_blé_malté, farine_d'orge_malté_torréfiée, farine_de_blé_malté_torréfiée,farine_d'avoine), alcool, levure, gluten de blé, sel",en:gluten,"en:gluten,en:sesame-seeds",0,,0,a,4,Boulangerie ,Bread,en:pre-baked-breads,,https://static.openfoodfacts.org/images/products/540/014/121/8909/front_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/540/014/121/8909/front_fr.17.200.jpg,https://static.openfoodfacts.org/images/products/540/014/121/8909/ingredients_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/540/014/121/8909/nutrition_fr.10.400.jpg,257,1075,,2.5,0.3,,,,,,,49,2.3,4.1,8,0.97,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1597,8719189134285,Pickwick Green Tea Peach,Sirop de thé vert au goût de pêche,750,ml,Bouteille métallique,Pickwick,"Boissons, Sirops, Sirops aromatisés, Sirops de pêche",,Hollande,hollande,,Delhaize,"France,Belgique","Sucre, eau, additif alimentaire (acide citrique), 1% de jus de pêche à base de jus concentré, arôme naturel, extrait de thé vert, arôme naturel de pêche","fr:acide-citrique,fr:peche,fr:sucre",,1,en:e330,0,,4,Boissons ,Sweetened beverages,en:peach-syrups,,https://static.openfoodfacts.org/images/products/871/918/913/4285/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/871/918/913/4285/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/871/918/913/4285/ingredients_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/871/918/913/4285/nutrition_fr.10.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1598,5038862132503,apple juice,,1500,g,bouteille,innocent,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Jus et nectars, Boissons aux fruits, Jus de fruits, Jus multifruits, Jus de fruits frais, Jus multifruits frais",,,,,delhaize,en:Belgium,ents/ingrediënten Ingredienser/Ainesosat/ingre E 13 Dressade äpplen och antioxidationsmedel: askorbinsyra DK: 13 pressede aebler og antioxidant: ascorbinsyre R:13 puristettua omenaa ja hapettumisenestoaine: askorbilinihango FR: 13 pommes pressées et antioxydant: acide ascorbique. NL: 13 geperste appels en antioxidant: ascorbinezuur. Näringsvärde/Neringsindhold/Ravintosisältö,,,0,,0,c,,Boissons ,Fruit juices,en:refrigerated-squeezed-multifruit-juices,,https://static.openfoodfacts.org/images/products/503/886/213/2503/front_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/503/886/213/2503/front_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/503/886/213/2503/ingredients_fr.7.400.jpg,,45,188,,0,0,,,,,,,11,9.5,,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1599,5419980010728,Hydrolade Fraise + Melisse,Boisson rafraichissante aux fruits plate,1000,ml,"Bouteille,verre","Simone a Soif !,Simone a Soif!","Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits",,,,"Bio, Bio européen, BE-BIO-01, Sans sucre ajouté, Sans colorants, Sans conservateurs, AB Agriculture Biologique      ",,"Belgique, France, Luxembourg, Pays-Bas","Eau, pomme* 25 %, fraise* 6,5 %, hydrolat de mélisse 2 %, hydrolat de frêne et carotte sauvage, citron*",,,0,,0,d,1,Boissons ,Unsweetened beverages,en:fruit-based-beverages,,https://static.openfoodfacts.org/images/products/541/998/001/0728/front_fr.21.400.jpg,https://static.openfoodfacts.org/images/products/541/998/001/0728/front_fr.21.200.jpg,https://static.openfoodfacts.org/images/products/541/998/001/0728/ingredients_fr.23.400.jpg,https://static.openfoodfacts.org/images/products/541/998/001/0728/nutrition_fr.14.400.jpg,18,75,,0,0,,,,,,,4.6,4.6,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,1
1600,5400113012283,Huile pour wok Delhaize,Huile pour wok à la chinoise,250,ml,Bouteille Verre,Delhaize,Huile pour Wok,,,,,Delhaize,"Belgique, France","Huile de tournesol 82%, huile de graines de _sésame_ grillées 17%, arômes naturels (gingembre, ail)",en:sesame-seeds,,0,,0,e,4,Epicerie salée,unknown,fr:huile-pour-wok,,https://static.openfoodfacts.org/images/products/540/011/301/2283/front_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/540/011/301/2283/front_fr.9.200.jpg,,,828,3464,,92,12,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1601,5400113610458,Feuilletés apéritifs,,245,g,"boîte en carton,barquette plastique",Delhaize,Surgelés,,,,"Nutriscore, Nutriscore D",Delhaize,Belgique,"Mini-feuilletés épinards et ricotta 28,5%: Pâte feuiletée dorée 53%*: farine de blé, eau, beurre 12,2% sel, gluten de blé, lactose, creme en poudre, ceuf en poudre, protéines de lait. Garniture 47%: épinard 18%, ricotta 14,4%* (lactosérum, crème, sel), eau, emmental fondu [emmental, fromage, eau, sels de fonte (phosphates de sodium, polyphosphates), sel, amidons modifiés de pomme de terre, lactosérum en poudre, arôme naturel (contient lait), lactose, sel, lait écrémé en poudre, crème en poudre, farine de blé, poivre, noix de muscade. (*% exprimé sur le mini-feuilleté épinards et ricotta). Mini-feuilleté tomate et mozzarella 26,5%: Pâte feuilletée dorée saupoudrée 66%: farine de blé eau, beurre 13,9% sel, gluten de blé, lactose, crème en poudre, ceuf en poudre, protéines de lait-Saupoudrage: emmental. Garniture 34%*: purée de tomates 17,1%, eau, mozzarella 4,1%* [lait, anti-agglomérant (amidon de pomme de terre), sel, ferments (contient lait), coagulant], lactosérum en poudre, basilic, amidon modifié de pomme de terre, fibres végétales, sel, stabilisants (hydroxypropylmethylcellulose, gomme guar), lactose, lait écrémé en poudre, crème en poudre, farine de blé, poivre, origan, noix de museode - *exprimé sur le mini-feuilleté tomate et mozzarella). Mini-c kes noires 22,5%: Pâte feuilletée dorée 60%: farine de bi lactose, crème en poudte 40%: olives noires 30,9% {oinves ncires, eau, sel, stabilisant de la couleur (gluconate ferreux)], eau, câpres au vinaigre (câpres, eau, vinaigre, sel), huile d'olive extra vierge, ceuf en poudre, amidon modifié de pomme de terre. (*% exprimé sur le mini-feuilleté aux olives noires). Mini-feuilleté au fromage 22,5%: Pâte feuilletée dorée saupoudrée 69,5%* farine de blé, eau, beurre 15,1% sel, gluten de blé, lactose, crème en poudre, ceuf en poudre, protéines de lait-Saupoudrage 4,5%* emmental. Garniture 30,5%*: eau, fromages fondus 9,1%* [fromages fondus, eau, sels de fonte (phosphates de sodium, polyphosphates), sell, amidons modifiés de pomme de terre, lactosérum en poudre, arôme naturel (contient lait), sel, ceuf en poudre, lactose, lait écrémé en poudre, crème en poudre, farine de blé, noix de muscade, poivre. (*% exprimé sur le mini-feuilleté au fromage). T13,9%, sel, gluten de blé, r poudre, protéines de lait. Garniture","en:gluten,en:milk","en:celery,en:crustaceans,en:eggs,en:fish,en:gluten,en:milk,en:molluscs,en:mustard,en:nuts",5,"en:e14xx,en:e412,en:e452,en:e464,en:e579",0,d,4,Surgelés,unknown,en:frozen-foods,,https://static.openfoodfacts.org/images/products/540/011/361/0458/front_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/540/011/361/0458/front_fr.16.200.jpg,https://static.openfoodfacts.org/images/products/540/011/361/0458/ingredients_fr.18.400.jpg,,260,1088,,15,9.4,,,,,,,24.5,2.3,,5.9,1.04,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1602,5410913000762,Pear delight,,1000,ml,Bouteille en verre,,,100% pure jus de poires pasteurisé. sucre naturel de la poire sans addition d'eau ni conservateur,zepperen,zepperen,,Delhaize,Belgique,Poires pasteurisé,,,0,,0,,,Traiteur et apéritifs ,unknown,,,https://static.openfoodfacts.org/images/products/541/091/300/0762/front_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/541/091/300/0762/front_fr.8.200.jpg,https://static.openfoodfacts.org/images/products/541/091/300/0762/ingredients_fr.11.400.jpg,,36,151,,0,0,,,,,,,9,0,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1603,5410485700152,La Galette aux pépites de chocolat,,310,g,,Avignauf,,,Herve,herve,,gb carrefour,Belgique,"farine de froment, beurre, sucre, oeufs 22%, pâte de cacao, dextrose, E322 (SOJA)","en:eggs,en:gluten,en:milk,en:soybeans",,1,en:e322,0,,4,Traiteur et apéritifs ,unknown,,,https://static.openfoodfacts.org/images/products/541/048/570/0152/front_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/541/048/570/0152/front_fr.12.200.jpg,,https://static.openfoodfacts.org/images/products/541/048/570/0152/nutrition_fr.8.400.jpg,499,2088,,28.5,18.5,,,,,,,53.3,33.4,,7.4,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1604,8711812833688,Riz basmati blanc,,1000,g,sachet,ekoland,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Riz parfumés, Riz de variété indica, Riz long grain, Riz blanc, Riz Basmati, Riz Basmati blancs",,,,en:nl-bio-01,bio,en:Belgium,"(fr) Riz basmati polis. &quot;issus delagriculture biologique contrôlèe. Peu contenir des traces de gluten, soya, noix et sesame. Veedingswaarde ner InD Afgesloten en droog bev",,"en:gluten,en:soybeans,fr:noix  sésame",0,,0,a,,Epicerie salée,Cereals,en:white-basmati-rices,,https://static.openfoodfacts.org/images/products/871/181/283/3688/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/871/181/283/3688/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/871/181/283/3688/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/871/181/283/3688/nutrition_fr.10.400.jpg,360,1506,,0.9,0.3,,,,,,,79.3,0.3,1,8.6,0.03,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1605,5412971096664,Pur natur Bio yoghurt,,150,g,bocal,Pur natur,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts aux fruits, Yaourts à la fraise",,,,,colruyt,Belgique,"Yaourt entier aux ferments vivants, suce de canne',fraise 7,2%, baies de sureau* 1,7%, épaississants: farine de graine carube, pectine; jus de citron, arôme naturel, régulateurs d'acidite , citrate de calcium, acide citrique.",,,3,"en:e330,en:e333,en:e440",0,b,4,Crèmerie ,Milk and yogurt,en:strawberry-yogurts,,https://static.openfoodfacts.org/images/products/541/297/109/6664/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/541/297/109/6664/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/541/297/109/6664/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/541/297/109/6664/nutrition_fr.10.400.jpg,95,397,,3.2,2,,,,,,,12.8,12.8,,3.7,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1606,3282740210506,"Legumes du soleil, céréales et quinoa à poêler","Légumes, céréales et quinoa surgelés, huile d'olive 1,3%",500,g,"sachet,plastique,sachet plastique à jeter",Tipiak,"Surgelés, Plats préparés, Plats à base de semoule, Plats préparés surgelés, Poêlées",,"Fouesnant,Finistère,Bretagne,France","fouesnant,finistere,bretagne,france","Nouveau,Point Vert,Triman",Magasins U,"Belgique,France","Poivrons rouges 18,2%, poivrons jaunes 18,2%, tomates 16,2%, boulghour cuit 12,8% (gluten), semoule de blé dur 7,1%, (gluten), courgettes grillées 6,5%, oignons préfrits 4,5% (oignons, huile de tournesol), quinoa cuit 4%, eau, vin blanc, plantes aromatiques (dont basilic 1,3%), huile d'olive 1,3%, huile de colza, flocons de soja, sel, flocons de seigle maltés 0,7% (gluten), concentré de tomate, arôme naturel, jus de citron concentré, épices.",en:gluten,"en:celery,en:crustaceans,en:eggs,en:fish,en:lupin,en:milk,en:molluscs,en:mustard,en:nuts,en:sesame-seeds",0,,0,a,4,Traiteur et apéritifs ,One-dish meals,en:frozen-ready-made-meals,,https://static.openfoodfacts.org/images/products/328/274/021/0506/front_fr.32.400.jpg,https://static.openfoodfacts.org/images/products/328/274/021/0506/front_fr.32.200.jpg,https://static.openfoodfacts.org/images/products/328/274/021/0506/ingredients_fr.33.400.jpg,https://static.openfoodfacts.org/images/products/328/274/021/0506/nutrition_fr.34.400.jpg,,421,,4,0.5,,,,,,,12,3,2.2,3,0.79,0.316,,,,,,,,,,,,,,,,,,,,,,,,,60.4,,,1
1607,3421557110344,Krounchy Saveur des Andes Quinoa et Cacao,Céréales au quinoa et cacao,375,g,"Sachet,Plastique",Grillon d'Or,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Petit-déjeuners, Céréales et dérivés, Céréales pour petit-déjeuner",,"France,Domagné","france,domagne","Bio,Bio européen,AB Agriculture Biologique","Scarabée Biocoop,bio","France,Belgique","Flocons de céréales (avoine, blé,épeautre') chocolat 11,5% (pépites de chocolat noir&quot; 11% (pâte  de cacao, sucre de canne,beurre de cacao lecithines de tournesol, vanille) chocolat au lait 0,5% (sucre de canne, beurre de cacao&quot;, poude de lait entier&quot;, masse de cacao,sucre de canne non raffiné billettes de quinoa 10%(quinoa&quot; (France) %, Sucre de canne non raffine&quot;, sirop de riz, eau), les de quinoa cacaotés 7% (riz&quot;, quinoa&quot; (France)1,6% sucre de canne non raffiné poudre de cacao), billettes de riz avoine blé sucre de canne non raffine,sel, huile de tournesol, noix de coco 2,7%, farine de blé, sirp de riz (extraits de riz, eau), poudre de cacao 1,2% ingrédients issus de Agriculture Biologique. Les informations en gras sont destinees aux personnes intolérantes ou allerg es. Fabriqué ans un atelier qui utilise des fruits à coque, du soja, des araines de sésame et de l'arachde. A consommer avec au lat une boissonégétale ou fromage bianc.",en:gluten,,0,,0,c,3,Epicerie sucrée,Breakfast cereals,en:breakfast-cereals,,https://static.openfoodfacts.org/images/products/342/155/711/0344/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/342/155/711/0344/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/342/155/711/0344/ingredients_fr.18.400.jpg,https://static.openfoodfacts.org/images/products/342/155/711/0344/nutrition_fr.14.400.jpg,417,1745,,12.5,5.2,,,,,,,62.8,21.7,7.6,9,0.1,0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1608,5400141243215,Rôti de porc suprême,,1000,g,Paquet sous vide,Colruyt,"Viandes, Viandes fraîches",,,,,Colruyt,en:Belgium,"89,3% viande de porc, eau, sel amidon modie, sucre, it intire, amidon, antioxydants (E301, E31), conservateur (E325), comecteur d'acidié (E262)",,,3,"en:e262,en:e301,en:e325",0,b,3,Viande ,Meat,en:fresh-meats,,https://static.openfoodfacts.org/images/products/540/014/124/3215/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/014/124/3215/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/014/124/3215/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/014/124/3215/nutrition_fr.10.400.jpg,98,410,,1.2,0.5,,,,,,,0.5,0.5,0,21,0.97,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1609,5400141058390,Demi peches,,820,g,conserve,everyday,,,,,,colruyt,Belgique,"pêches, eau, sucre, correcteur d'acidité (E 330)",,,1,en:e330,0,,,Fruits,unknown,,,https://static.openfoodfacts.org/images/products/540/014/105/8390/front_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/540/014/105/8390/front_fr.9.200.jpg,https://static.openfoodfacts.org/images/products/540/014/105/8390/ingredients_fr.12.400.jpg,,62,259,,0.5,0.1,,,,,,,15,13,,0.5,0.03,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1610,5708776000808,Syrop Klonowy,,250,g,Bouteille,Mic Mac,"Édulcorants, Sirops, Sirops simples, Sirops d'érable, Sirops d'érable du Québec",,,,,,Belgique,100% Pure Canadian maple syrup.,,,0,,0,,,Epicerie sucrée,unknown,en:maple-syrups-from-quebec,,https://static.openfoodfacts.org/images/products/570/877/600/0808/front_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/570/877/600/0808/front_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/570/877/600/0808/ingredients_fr.13.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1611,5400141164039,Pain de ferme gris,,800,g,,Boni,Pain-gris,,,,PEFC,Colruyt,Belgique,,,"en:celery,en:eggs,en:gluten,en:lupin,en:milk,en:mustard,en:sesame-seeds,en:soybeans,fr:coque",,,,b,,Boulangerie ,unknown,fr:pain-gris,,https://static.openfoodfacts.org/images/products/540/014/116/4039/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/540/014/116/4039/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/540/014/116/4039/ingredients_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/540/014/116/4039/nutrition_fr.13.400.jpg,245,1025,,1.9,0.6,,,,,,,45.9,2.1,,8.8,1.1,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1612,5400141406931,Herbes de Provence,,150,g,Flacon,boni,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Epicerie, Condiments, Plantes condimentaires, Plantes aromatiques, Produits déshydratés, Aliments à base de plantes séchées, Plantes aromatiques sèches moulues, Mélanges de plantes aromatiques, Herbes de Provence",,,,,Colruyt,Belgique,"Herbes de Provence Laurier, romarin, sarriette, origan, thym",,,0,,0,,1,Boissons ,unknown,en:herbes-de-provence,,https://static.openfoodfacts.org/images/products/540/014/140/6931/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/014/140/6931/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/014/140/6931/ingredients_fr.7.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1613,5410228215066,Jupilerjkk,,500,ml,Cannette,Jupiler,"Boissons, Boissons alcoolisées",,Jupille,jupille,,pompe Q8,Belgique,"Eau, _malt d'orge_, mais, houblon",en:gluten,,0,,0,,3,Alcools,Alcoholic beverages,en:alcoholic-beverages,,https://static.openfoodfacts.org/images/products/541/022/821/5066/front_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/541/022/821/5066/front_fr.16.200.jpg,https://static.openfoodfacts.org/images/products/541/022/821/5066/ingredients_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/541/022/821/5066/nutrition_fr.12.400.jpg,43,180,,0,0,,,,,,,3.2,0.1,,0.4,0,0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1614,2252642002579,Filet de poulet,,129,g,,Delhaize,"Viandes, Volailles, Poulets, Filets de poulet",,,,,Delhaize,Belgique,"viande de poulet 940%, antioxydants (E326, E325, E301, E331), dextrose, sel, stabilisants (E407, E450), arome naturel, huile de colza, conservateur (E250). Fabriqué dans un atelier qui utilise oeuf et lait.",,,7,"en:e250,en:e301,en:e325,en:e326,en:e331,en:e407,en:e450",0,c,4,Viande ,Meat,en:chicken-breasts,,https://static.openfoodfacts.org/images/products/225/264/200/2579/front_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/225/264/200/2579/front_fr.17.200.jpg,https://static.openfoodfacts.org/images/products/225/264/200/2579/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/225/264/200/2579/nutrition_fr.11.400.jpg,124,519,,4.9,1.8,,,,,,,1.3,1.3,,1.8,1.7,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
